Breed	 AverageDailyGain	 Backfat	 MuscleThikness	 FrontLegs	 BackLegs
LW	 0.93	 12.2	 63	 3	 3
LW	 0.76	 16.8	 63	 3	 3
LW	 0.86	 12.9	 64.7	 4	 4
LW	 0.71	 9.2	 59.7	 3	 3
LW	 0.76	 13.2	 55.1	 3	 3
LW	 0.85	 9.6	 68.6	 3	 2
LW	 0.67	 9.2	 57.7	 3	 3
LW	 0.67	 7.6	 62	 3	 3
LW	 0.76	 9.9	 57.1	 3	 3
LW	 0.81	 9.6	 56.8	 3	 3
LW	 0.79	 9.2	 57.7	 3	 3
LW	 0.79	 12.2	 66.7	 3	 2
LW	 0.79	 11.6	 57.7	 3	 3
LW	 0.66	 11.2	 59.4	 3	 3
LW	 0.78	 15.5	 59.1	 2	 2
LW	 0.86	 12.2	 54.1	 4	 3
LW	 0.69	 11.2	 54.1	 4	 4
LW	 0.72	 9.2	 52.1	 3	 2
LW	 0.64	 13.2	 58.1	 2	 2
LW	 0.79	 13.2	 54.1	 4	 3
LW	 0.73	 10.9	 47.8	 4	 4
LW	 0.87	 9.2	 54.1	 3	 3
LW	 0.69	 11.2	 60.7	 3	 3
LW	 0.69	 13.9	 48.8	 3	 3
LW	 0.61	 7.6	 55.1	 3	 3
LW	 0.78	 10.2	 57.1	 4	 4
LW	 0.71	 8.3	 64.3	 4	 3
LW	 0.52	 7.6	 58.7	 3	 3
LW	 0.74	 10.9	 67.6	 4	 4
LW	 0.75	 11.2	 56.1	 3	 3
LW	 0.69	 8.3	 62	 4	 3
LW	 0.65	 13.5	 57.1	 2	 3
LW	 0.65	 11.2	 58.1	 2	 3
LW	 0.66	 10.6	 56.8	 4	 4
LW	 0.61	 8.6	 54.1	 3	 3
LW	 0.77	 9.2	 64.7	 3	 3
LW	 0.78	 9.9	 61.4	 4	 3
LW	 0.72	 9.9	 55.4	 3	 4
LW	 0.64	 8.6	 56.4	 3	 3
LW	 0.61	 10.2	 59.7	 4	 3
LW	 0.68	 6.3	 63.7	 3	 3
LW	 0.68	 8.3	 57.1	 2	 2
LW	 0.69	 10.2	 58.4	 2	 2
LW	 0.71	 12.2	 57.7	 2	 2
LW	 0.72	 10.9	 63	 3	 3
LW	 0.69	 10.6	 61	 4	 3
LW	 0.69	 8.6	 56.8	 1	 1
LW	 0.67	 6.9	 65.3	 3	 3
LW	 0.75	 14.2	 65.7	 1	 1
LW	 0.75	 12.9	 61.7	 4	 3
LW	 0.72	 10.9	 59.1	 3	 2
LW	 0.79	 10.2	 64.3	 2	 2
LW	 0.66	 13.5	 59.4	 3	 3
LW	 0.69	 17.8	 70	 3	 3
LW	 0.77	 17.8	 67.6	 2	 2
LW	 0.62	 13.9	 64.3	 3	 2
LW	 0.7	 15.2	 62	 3	 4
LW	 0.74	 10.6	 64	 3	 3
LW	 0.71	 12.5	 56.4	 3	 4
LW	 0.8	 13.2	 65.7	 3	 3
LW	 0.79	 20.8	 64	 4	 3
LW	 0.98	 16.2	 56.4	 4	 4
LW	 0.62	 10.9	 50.5	 4	 3
LW	 0.77	 15.2	 66.7	 4	 4
LW	 0.95	 12.9	 58.4	 3	 3
LW	 0.77	 11.2	 66.7	 4	 2
LW	 0.66	 10.2	 54.1	 4	 4
LW	 0.73	 11.2	 60.4	 3	 3
LW	 0.7	 13.5	 62.4	 4	 3
LW	 0.76	 14.2	 58.4	 4	 4
LW	 0.71	 11.2	 60.1	 4	 3
LW	 0.81	 13.5	 59.1	 3	 2
LW	 0.68	 10.2	 54.8	 4	 4
LW	 0.63	 10.2	 55.4	 3	 3
LW	 0.87	 11.6	 63	 4	 4
LW	 0.71	 9.2	 55.1	 3	 3
LW	 0.93	 11.6	 63	 4	 4
LW	 0.71	 13.9	 61.7	 4	 4
LW	 0.75	 11.9	 57.4	 3	 3
LW	 0.78	 7.6	 64.3	 4	 4
LW	 0.73	 15.2	 53.5	 3	 2
LW	 0.76	 11.6	 56.4	 3	 2
LW	 0.86	 14.9	 70.9	 3	 2
LW	 0.96	 19.8	 62.7	 3	 3
LW	 0.77	 11.2	 58.7	 3	 2
LW	 0.81	 23.1	 62	 3	 2
LW	 0.91	 12.5	 66	 3	 2
LW	 0.79	 13.2	 57.1	 3	 2
LW	 0.67	 11.6	 55.8	 3	 3
LW	 0.82	 18.8	 70.3	 3	 2
LW	 0.79	 10.9	 61	 2	 2
LW	 0.73	 13.5	 64.3	 2	 2
LW	 0.65	 14.2	 57.1	 3	 2
LW	 0.79	 12.5	 60.4	 3	 2
LW	 0.81	 9.2	 55.4	 3	 3
LW	 0.66	 15.8	 66	 2	 2
LW	 0.69	 10.2	 54.1	 3	 3
LW	 0.76	 15.8	 64	 3	 2
LW	 0.72	 9.2	 60.1	 2	 3
LW	 0.71	 9.6	 61	 2	 2
LW	 0.77	 10.6	 63.7	 2	 2
LW	 0.78	 16.5	 59.4	 3	 3
LW	 0.69	 11.6	 59.4	 3	 2
LW	 0.82	 23.1	 68	 3	 2
LW	 0.83	 14.5	 68.3	 3	 1
LW	 0.73	 17.2	 61.7	 3	 2
LW	 0.84	 19.5	 65.7	 3	 2
LW	 0.79	 15.2	 67	 2	 3
LW	 0.83	 17.2	 71.3	 3	 2
LW	 0.87	 8.6	 62	 3	 2
LW	 0.85	 24.1	 65.7	 3	 2
LW	 0.84	 15.5	 63	 3	 2
LW	 0.75	 11.9	 56.4	 3	 3
LW	 0.83	 10.2	 59.4	 2	 2
LW	 0.77	 15.2	 66.3	 2	 2
LW	 0.95	 23.8	 63.4	 3	 2
LW	 0.71	 9.6	 58.1	 3	 2
LW	 0.81	 12.5	 57.7	 3	 3
LW	 0.8	 26.4	 66.7	 3	 3
LW	 0.78	 10.6	 54.1	 3	 2
LW	 0.75	 19.8	 59.4	 2	 2
LW	 0.77	 12.2	 62.4	 2	 1
LW	 0.85	 9.6	 58.4	 2	 2
LW	 0.8	 11.6	 52.5	 3	 3
LW	 0.79	 15.5	 53.8	 3	 3
LW	 0.79	 16.2	 63.4	 3	 3
LW	 0.75	 15.8	 65.7	 3	 3
LW	 0.82	 12.9	 63	 3	 2
LW	 0.89	 16.2	 64.7	 3	 2
LW	 0.71	 12.9	 59.7	 2	 3
LW	 0.67	 11.6	 59.7	 2	 2
LW	 0.69	 10.6	 60.4	 2	 1
LW	 0.71	 16.5	 58.1	 3	 1
LW	 0.79	 26.4	 55.8	 2	 3
LW	 0.71	 17.2	 61.4	 2	 1
LW	 0.64	 13.2	 60.1	 3	 1
LW	 0.62	 10.6	 59.1	 4	 3
LW	 0.88	 12.5	 64.7	 3	 3
LW	 0.72	 11.6	 54.1	 4	 4
LW	 0.7	 13.9	 63.4	 3	 3
LW	 0.83	 13.2	 58.7	 4	 4
LW	 0.82	 16.2	 62	 4	 4
LW	 0.8	 13.2	 59.7	 3	 3
LW	 0.84	 16.8	 68	 3	 3
LW	 0.81	 12.9	 61.4	 4	 4
LW	 0.77	 14.2	 59.1	 3	 3
LW	 0.64	 8.3	 51.8	 2	 2
LW	 0.74	 9.6	 61	 3	 3
LW	 0.71	 13.9	 66.7	 3	 3
LW	 0.82	 15.5	 57.7	 3	 3
LW	 0.75	 9.6	 60.4	 4	 4
LW	 0.61	 7.3	 56.1	 3	 3
LW	 0.9	 12.2	 65.3	 4	 4
LW	 0.73	 14.5	 60.7	 3	 3
LW	 0.67	 10.9	 53.1	 2	 2
LW	 0.85	 12.5	 63.7	 2	 2
LW	 0.71	 12.2	 64.3	 4	 4
LW	 0.69	 12.2	 57.7	 3	 3
LW	 0.85	 16.2	 50.2	 4	 4
LW	 0.75	 11.2	 49.5	 3	 3
LW	 0.76	 9.6	 61.4	 4	 4
LW	 0.92	 17.2	 73.9	 2	 2
LW	 0.79	 11.6	 65	 4	 4
LW	 0.74	 10.2	 62.7	 2	 3
LW	 0.61	 11.6	 57.4	 2	 2
LW	 0.56	 12.9	 47.8	 3	 4
LW	 0.88	 16.8	 54.4	 4	 3
LW	 0.88	 20.8	 71.3	 4	 4
LW	 0.79	 13.2	 62	 4	 4
LW	 0.7	 9.6	 53.8	 3	 3
LW	 0.6	 10.9	 64	 3	 3
LW	 0.88	 16.5	 65.7	 4	 4
LW	 0.64	 13.9	 59.4	 3	 3
LW	 0.68	 16.2	 61.4	 2	 2
LW	 0.65	 10.9	 58.7	 4	 4
LW	 0.72	 8.9	 57.7	 3	 2
LW	 0.75	 12.9	 58.7	 3	 3
LW	 0.73	 15.8	 57.1	 3	 3
LW	 0.53	 10.9	 54.1	 3	 3
LW	 0.64	 9.6	 51.1	 3	 3
LW	 0.69	 11.9	 55.4	 3	 3
LW	 0.78	 12.9	 53.5	 3	 3
LW	 0.64	 9.6	 55.8	 4	 4
LW	 0.64	 10.9	 58.7	 4	 4
LW	 0.78	 10.6	 65	 4	 4
LW	 0.95	 14.9	 63.7	 3	 4
LW	 0.72	 14.5	 60.4	 4	 4
LW	 0.74	 11.2	 68	 4	 4
LW	 0.58	 8.6	 51.8	 3	 3
LW	 0.85	 16.8	 75.2	 4	 4
LW	 0.53	 7.6	 58.7	 4	 3
LW	 0.82	 10.2	 57.1	 4	 4
LW	 0.65	 12.5	 64.3	 2	 2
LW	 0.77	 14.2	 55.8	 3	 3
LW	 0.69	 9.6	 57.4	 3	 4
LW	 0.64	 6.9	 50.5	 3	 3
LW	 0.76	 8.9	 49.8	 4	 4
LW	 0.76	 12.5	 49.5	 4	 3
LW	 0.71	 15.8	 55.1	 3	 2
LW	 0.9	 12.9	 52.5	 4	 4
LW	 0.77	 12.5	 52.5	 3	 3
LW	 0.68	 11.2	 52.1	 4	 4
LW	 0.65	 8.3	 53.5	 3	 3
LW	 0.76	 13.2	 62	 3	 3
LW	 0.73	 9.6	 54.4	 4	 4
LW	 0.87	 11.6	 52.1	 4	 4
LW	 0.92	 18.8	 60.7	 2	 2
LW	 0.77	 11.9	 56.8	 3	 4
LW	 0.83	 12.9	 53.8	 4	 4
LW	 0.76	 11.9	 50.2	 4	 4
LW	 0.8	 14.2	 58.7	 4	 4
LW	 0.69	 10.2	 54.4	 3	 3
LW	 0.88	 16.5	 70	 3	 4
LW	 0.6	 8.3	 55.4	 2	 2
LW	 0.83	 10.9	 63	 3	 3
LW	 0.78	 15.2	 56.8	 3	 3
LW	 0.94	 13.9	 59.7	 4	 3
LW	 0.71	 14.2	 56.8	 4	 4
LW	 0.67	 14.2	 61.4	 3	 3
LW	 0.85	 14.2	 57.1	 2	 2
LW	 0.74	 7.6	 59.7	 3	 3
LW	 0.73	 9.6	 62.4	 3	 3
LW	 0.76	 11.9	 60.4	 4	 3
LW	 0.72	 12.2	 54.1	 3	 2
LW	 0.86	 13.9	 62.4	 2	 2
LW	 0.69	 10.2	 58.4	 3	 3
LW	 0.7	 9.6	 58.7	 3	 3
LW	 0.76	 10.9	 59.4	 4	 4
LW	 0.8	 11.6	 59.4	 4	 4
LW	 0.86	 12.2	 58.4	 4	 3
LW	 0.69	 14.2	 46.9	 4	 4
LW	 0.81	 13.5	 66.3	 3	 2
LW	 0.82	 12.9	 58.7	 4	 3
LW	 0.76	 11.6	 47.2	 4	 3
LW	 0.84	 13.5	 61.4	 2	 3
LW	 0.68	 12.2	 51.5	 4	 3
LW	 0.63	 11.9	 56.8	 4	 4
LW	 0.76	 12.9	 63	 3	 4
LW	 0.52	 8.3	 45.5	 4	 3
LW	 0.7	 8.3	 54.8	 4	 4
LW	 0.69	 9.9	 52.1	 4	 4
LW	 0.81	 13.9	 62	 2	 2
LW	 0.83	 14.9	 56.1	 4	 4
LW	 0.71	 10.9	 56.1	 3	 3
LW	 0.77	 9.9	 52.1	 3	 3
LW	 0.77	 9.2	 56.1	 4	 4
LW	 0.69	 10.2	 56.8	 3	 3
LW	 0.66	 7.6	 51.8	 4	 4
LW	 0.71	 7.6	 57.1	 2	 2
LW	 0.57	 10.9	 57.4	 1	 1
LW	 0.64	 9.6	 55.1	 2	 2
LW	 0.52	 9.6	 44.2	 2	 2
LW	 0.64	 9.6	 53.8	 3	 3
LW	 0.89	 15.8	 63	 3	 3
LW	 0.55	 11.6	 56.1	 2	 2
LW	 0.74	 10.6	 59.4	 3	 3
LW	 0.78	 11.2	 59.1	 3	 3
LW	 0.67	 8.9	 60.7	 4	 4
LW	 0.64	 9.6	 41.9	 4	 1
LW	 0.62	 12.2	 42.9	 2	 2
LW	 0.65	 13.5	 53.8	 2	 3
LW	 0.88	 17.2	 58.4	 2	 2
LW	 0.88	 15.2	 50.5	 3	 3
LW	 0.71	 10.9	 52.1	 4	 4
LW	 0.71	 14.9	 58.4	 3	 3
LW	 0.74	 12.9	 56.1	 2	 2
LW	 0.66	 7.9	 60.7	 3	 3
LW	 0.69	 9.9	 47.5	 4	 4
LW	 0.64	 8.9	 47.5	 4	 3
LW	 0.66	 7.6	 41.9	 3	 3
LW	 0.63	 9.6	 50.5	 4	 3
LW	 0.79	 11.9	 54.8	 4	 4
LW	 0.79	 15.8	 58.1	 4	 4
LW	 0.69	 12.2	 49.5	 4	 3
LW	 0.7	 13.5	 57.4	 4	 4
LW	 0.76	 14.2	 57.4	 3	 3
LW	 0.78	 13.2	 64.3	 4	 4
LW	 0.63	 8.6	 53.5	 3	 3
LW	 0.79	 14.2	 60.4	 2	 3
LW	 0.7	 10.2	 58.1	 4	 4
LW	 0.84	 11.2	 55.4	 4	 3
LW	 0.73	 11.6	 60.1	 3	 3
LW	 0.69	 10.9	 57.4	 3	 3
LW	 0.97	 12.2	 81.2	 4	 4
LW	 0.75	 10.2	 55.4	 3	 3
LW	 0.78	 10.2	 70	 4	 4
LW	 0.91	 14.9	 61.7	 4	 4
LW	 0.9	 12.9	 60.4	 2	 2
LW	 0.59	 10.9	 53.8	 3	 4
LW	 0.8	 12.9	 63.4	 4	 4
LW	 0.97	 13.2	 71.9	 4	 3
LW	 0.7	 10.2	 57.7	 4	 3
LW	 0.74	 12.5	 68.3	 4	 4
LW	 0.82	 10.9	 50.2	 3	 3
LW	 0.64	 10.9	 54.8	 2	 2
LW	 0.76	 12.9	 61.4	 2	 2
LW	 0.72	 14.2	 51.8	 2	 2
LW	 0.53	 8.3	 46.5	 3	 3
LW	 0.58	 6.9	 46.5	 4	 4
LW	 0.63	 13.5	 51.5	 3	 3
LW	 0.77	 13.9	 63	 4	 4
LW	 0.75	 11.6	 54.1	 4	 3
LW	 0.79	 16.2	 54.8	 4	 4
LW	 0.73	 14.2	 52.1	 2	 3
LW	 0.7	 9.2	 56.1	 3	 3
LW	 0.8	 12.9	 56.4	 4	 4
LW	 0.82	 15.2	 64.7	 3	 3
LW	 0.74	 14.5	 60.7	 4	 4
LW	 0.71	 12.9	 57.1	 4	 4
LW	 0.79	 14.2	 56.1	 4	 4
LW	 0.76	 16.5	 69.3	 4	 4
LW	 0.86	 13.9	 66.7	 4	 4
LW	 0.83	 12.9	 61.4	 4	 4
LW	 0.81	 12.5	 61	 3	 4
LW	 0.77	 12.2	 60.1	 4	 4
LW	 0.89	 16.5	 58.7	 2	 3
LW	 0.85	 13.2	 45.2	 4	 4
LW	 0.64	 9.9	 48.8	 3	 3
LW	 0.74	 10.6	 54.8	 3	 3
LW	 0.72	 9.2	 63	 3	 3
LW	 0.72	 5.3	 63	 3	 3
LW	 0.8	 14.9	 61.4	 4	 4
LW	 0.78	 11.2	 68	 2	 2
LW	 0.73	 14.2	 70	 3	 3
LW	 0.76	 10.6	 62.4	 3	 3
LW	 0.7	 10.6	 64.7	 3	 3
LW	 0.7	 4.6	 67	 3	 3
LW	 0.86	 10.6	 71.3	 4	 4
LW	 0.86	 12.9	 60.7	 4	 4
LW	 0.84	 9.2	 66.3	 4	 4
LW	 0.78	 8.9	 63.4	 4	 4
LW	 0.84	 11.2	 61	 4	 4
LW	 0.75	 10.9	 57.7	 4	 4
LW	 0.93	 11.6	 65.3	 4	 4
LW	 0.77	 11.6	 61.4	 4	 4
LW	 0.82	 10.6	 62.7	 3	 3
LW	 0.67	 9.6	 60.4	 3	 3
